PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
101,8,Worst experience ever.,2025-03-17 03:18:11,95,12,"#tech,#UX,#design",0.05
102,6,This app keeps crashing. So annoying.,2025-03-18 14:18:11,100,30,"#mood,#love",-0.59
103,4,Great performance on mobile.,2025-03-24 00:18:11,79,0,#bug,0.75
104,1,Loving the new update!,2025-03-21 10:18:11,135,42,#design,0.99
105,3,Needs dark mode ASAP!,2025-03-25 06:18:11,28,28,#fail,-0.43
106,4,Absolutely love the UX!,2025-03-16 11:18:11,92,38,"#design,#cleanUI,#UX",0.4
107,3,Such a smooth interface!,2025-03-20 16:18:11,43,40,"#tech,#design",0.16
108,3,I’m impressed with the speed.,2025-03-21 15:18:11,126,22,"#fail,#mood",-0.27
109,1,Needs dark mode ASAP!,2025-03-17 09:18:11,69,3,"#AI,#cleanUI,#tech",0.19
110,7,Needs dark mode ASAP!,2025-03-20 06:18:11,148,48,#tech,-0.54
111,10,Loving the new update!,2025-03-24 15:18:11,39,43,#UX,-0.44
112,3,Worst experience ever.,2025-03-20 19:18:11,63,11,"#design,#UX",0.87
113,6,Absolutely love the UX!,2025-03-20 08:18:11,2,34,"#fail,#social",0.96
114,6,Can’t stop using it!,2025-03-18 10:18:11,41,8,#UX,-0.38
115,6,Needs dark mode ASAP!,2025-03-23 14:18:11,46,9,"#love,#cleanUI",0.49
116,2,I’m impressed with the speed.,2025-03-20 12:18:11,71,44,#social,-0.54
117,1,Great performance on mobile.,2025-03-20 07:18:11,124,14,"#AI,#social",-0.86
118,3,Great performance on mobile.,2025-03-22 22:18:11,63,29,#mood,0.52
119,10,Just another day...,2025-03-22 04:18:11,67,26,"#fail,#social,#design",-0.32
120,6,I’m impressed with the speed.,2025-03-21 00:18:11,37,49,"#bug,#cleanUI",-0.91
121,2,Can’t stop using it!,2025-03-19 09:18:11,139,2,"#fail,#AI,#cleanUI",-0.13
122,8,This app keeps crashing. So annoying.,2025-03-18 04:18:11,51,12,"#UX,#cleanUI",0.75
123,8,I’m impressed with the speed.,2025-03-17 08:18:11,71,10,"#tech,#social,#design",0.08
124,10,Such a smooth interface!,2025-03-22 18:18:11,119,11,"#design,#fail,#social",-0.86
125,3,Great performance on mobile.,2025-03-20 18:18:11,141,44,"#love,#bug,#UX",-0.5
126,10,Just another day...,2025-03-24 07:18:11,94,39,"#tech,#social,#AI",0.5
127,6,Just another day...,2025-03-20 02:18:11,27,0,"#cleanUI,#social",0.79
128,3,Such a smooth interface!,2025-03-22 23:18:11,143,3,"#AI,#love",0.13
129,3,Just another day...,2025-03-17 06:18:11,52,5,"#cleanUI,#design,#love",0.32
130,5,Worst experience ever.,2025-03-25 04:18:11,149,20,"#love,#AI,#social",-0.38
131,2,Such a smooth interface!,2025-03-22 17:18:11,105,34,#bug,0.17
132,8,Just another day...,2025-03-22 20:18:11,95,45,"#UX,#love,#fail",0.25
133,1,Loving the new update!,2025-03-19 13:18:11,59,14,"#love,#social,#design",0.48
134,8,Loving the new update!,2025-03-18 20:18:11,12,2,"#UX,#design",0.22
135,4,Great performance on mobile.,2025-03-22 20:18:11,85,30,#AI,-0.09
136,5,Such a smooth interface!,2025-03-25 03:18:11,81,39,"#bug,#cleanUI",0.22
137,3,Needs dark mode ASAP!,2025-03-21 21:18:11,105,19,"#mood,#cleanUI,#tech",-0.19
138,1,Worst experience ever.,2025-03-17 05:18:11,25,31,#fail,0.41
139,8,Absolutely love the UX!,2025-03-20 02:18:11,94,32,"#mood,#design,#social",0.85
140,6,Worst experience ever.,2025-03-17 08:18:11,14,47,#design,-0.04
141,2,Great performance on mobile.,2025-03-24 07:18:11,144,1,"#social,#cleanUI,#UX",-0.27
142,4,Great performance on mobile.,2025-03-16 12:18:11,102,8,#tech,0.47
143,3,Needs dark mode ASAP!,2025-03-19 14:18:11,71,44,#design,-0.51
144,5,Can’t stop using it!,2025-03-22 09:18:11,65,33,"#tech,#mood",0.59
145,1,This app keeps crashing. So annoying.,2025-03-18 07:18:11,43,3,#bug,0.46
146,10,Can’t stop using it!,2025-03-17 06:18:11,133,33,#fail,-0.74
147,4,Can’t stop using it!,2025-03-22 08:18:11,43,7,"#social,#UX",0.28
148,6,Just another day...,2025-03-25 17:18:11,113,26,#design,0.68
149,5,Can’t stop using it!,2025-03-25 10:18:11,40,46,#bug,0.68
150,5,Worst experience ever.,2025-03-19 13:18:11,73,49,"#love,#design,#cleanUI",-0.18
151,4,Can’t stop using it!,2025-03-19 04:18:11,62,22,#cleanUI,-0.34
152,10,This app keeps crashing. So annoying.,2025-03-15 17:18:11,45,45,#fail,-0.12
153,10,This app keeps crashing. So annoying.,2025-03-17 08:18:11,23,22,#AI,-0.03
154,6,Such a smooth interface!,2025-03-24 15:18:11,138,0,#AI,0.52
155,2,I’m impressed with the speed.,2025-03-16 10:18:11,61,19,"#UX,#AI",0.5
156,8,Just another day...,2025-03-21 14:18:11,73,50,"#tech,#love",0.3
157,9,This app keeps crashing. So annoying.,2025-03-18 01:18:11,28,30,#fail,0.87
158,7,Can’t stop using it!,2025-03-20 02:18:11,56,45,"#mood,#fail",0.96
159,6,Needs dark mode ASAP!,2025-03-20 08:18:11,86,1,"#fail,#mood,#UX",0.96
160,3,This app keeps crashing. So annoying.,2025-03-20 12:18:11,27,42,#mood,-0.18
161,2,Just another day...,2025-03-18 09:18:11,67,23,#social,0.21
162,7,Absolutely love the UX!,2025-03-21 12:18:11,79,47,#love,0.91
163,7,Worst experience ever.,2025-03-20 12:18:11,119,38,"#AI,#UX",-0.82
164,2,Worst experience ever.,2025-03-23 15:18:11,92,20,"#tech,#bug,#cleanUI",0.31
165,6,This app keeps crashing. So annoying.,2025-03-25 09:18:11,149,39,"#cleanUI,#mood",-0.68
166,3,Can’t stop using it!,2025-03-21 13:18:11,143,39,"#mood,#fail,#social",0.6
167,9,Such a smooth interface!,2025-03-19 05:18:11,80,19,"#UX,#mood",0.07
168,8,Great performance on mobile.,2025-03-24 20:18:11,85,32,#bug,0.82
169,5,Great performance on mobile.,2025-03-23 11:18:11,101,4,#love,-0.7
170,2,Can’t stop using it!,2025-03-25 01:18:11,149,20,"#social,#mood",-0.99
171,6,Great performance on mobile.,2025-03-19 06:18:11,88,10,"#design,#bug",0.44
172,2,Loving the new update!,2025-03-15 22:18:11,23,24,"#AI,#design",0.02
173,10,Such a smooth interface!,2025-03-20 02:18:11,94,33,#design,0.94
174,7,Needs dark mode ASAP!,2025-03-18 03:18:11,36,15,"#bug,#mood,#social",0.36
175,6,Absolutely love the UX!,2025-03-15 17:18:11,15,15,"#UX,#AI",-0.57
176,6,Can’t stop using it!,2025-03-21 20:18:11,121,27,"#mood,#design",-0.34
177,7,Great performance on mobile.,2025-03-22 23:18:11,103,44,"#love,#bug",0.1
178,5,Just another day...,2025-03-18 00:18:11,42,35,"#cleanUI,#social,#bug",-0.54
179,6,Needs dark mode ASAP!,2025-03-16 17:18:11,49,34,"#UX,#social",-0.41
180,3,Needs dark mode ASAP!,2025-03-22 01:18:11,31,45,"#love,#social,#cleanUI",0.16
181,7,This app keeps crashing. So annoying.,2025-03-16 21:18:11,87,12,"#love,#cleanUI",0.69
182,10,I’m impressed with the speed.,2025-03-21 22:18:11,34,14,"#fail,#tech",0.84
183,2,Such a smooth interface!,2025-03-23 16:18:11,150,45,"#AI,#love",0.27
184,1,Needs dark mode ASAP!,2025-03-22 15:18:11,142,49,"#fail,#UX",0.52
185,1,Needs dark mode ASAP!,2025-03-18 18:18:11,60,6,"#design,#bug",0.71
186,5,Absolutely love the UX!,2025-03-16 21:18:11,43,5,"#mood,#bug,#AI",-0.6
187,6,Just another day...,2025-03-21 04:18:11,3,49,"#bug,#cleanUI",0.38
188,8,Such a smooth interface!,2025-03-22 06:18:11,150,3,#bug,-0.12
189,4,Worst experience ever.,2025-03-18 01:18:11,42,48,"#UX,#bug,#social",0.5
190,5,I’m impressed with the speed.,2025-03-17 01:18:11,146,2,#fail,-0.18
191,10,I’m impressed with the speed.,2025-03-19 11:18:11,137,16,"#UX,#design",-0.75
192,8,I’m impressed with the speed.,2025-03-22 02:18:11,129,6,"#AI,#tech,#social",0.68
193,9,Can’t stop using it!,2025-03-19 19:18:11,63,34,"#social,#mood",0.1
194,8,Loving the new update!,2025-03-17 14:18:11,101,2,"#fail,#design,#love",-0.4
195,4,Worst experience ever.,2025-03-24 23:18:11,103,23,"#design,#social,#bug",0.62
196,10,Worst experience ever.,2025-03-24 08:18:11,144,39,"#UX,#AI,#fail",-0.62
197,2,Great performance on mobile.,2025-03-24 13:18:11,120,33,"#design,#mood",0.64
198,1,Absolutely love the UX!,2025-03-17 09:18:11,149,31,"#fail,#love",0.03
199,3,Loving the new update!,2025-03-22 00:18:11,45,7,"#love,#cleanUI",0.15
200,5,This app keeps crashing. So annoying.,2025-03-21 03:18:11,124,2,#cleanUI,0.92
